,Source,Document,URL,Text,Date
1991,Luxembourg CSSF,Circular letter relating to the entry into force of the Law of 21 December 2012 relating to the Family Office activity,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/Lettre-circulaire_PSF_Family_Office.pdf,,Published on 21.01.2013
1992,Luxembourg CSSF,Circular CSSF 13/556,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf13_556.pdf,,Published on 16.01.2013
1993,Luxembourg CSSF,Circular CSSF 13/555,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf13_555.pdf,,Published on 08.01.2013
1994,Luxembourg CSSF,Law of 8 January 2013 (only in French),https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Legislation/Lois/L_080113_surendettement.pdf,,Published on 08.01.2013
1995,Luxembourg CSSF,Circular CSSF 13/554,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf13_554.pdf,,Published on 07.01.2013
1996,Luxembourg CSSF,Circular CSSF 12/553,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_553.pdf,,Published on 24.12.2012
1997,Luxembourg CSSF,Law of 21 December 2012 (coordinated version),https://www.cssf.lu/wp-content/uploads/L_211212_FamOff.pdf,,Updated on 13.02.2018
1998,Luxembourg CSSF,Commission Delegated Regulation (EU) No 149/2013,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0011:0024:FR:PDF,,Published on 19.12.2012
1999,Luxembourg CSSF,Commission Delegated Regulation (EU) No 148/2013 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0001:0010:FR:PDF,,Published on 19.12.2012
2000,Luxembourg CSSF,Commission Delegated Regulation (EU) No 231/2013 of 19 December 2012,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX%3A32013R0231,,Published on 19.12.2012
2001,Luxembourg CSSF,Commission Delegated Regulation (EU) No 153/2013 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0041:0074:FR:PDF,,Published on 19.12.2012
2002,Luxembourg CSSF,Commission Delegated Regulation (EU) No 148/2013 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0001:0010:FR:PDF,,Published on 19.12.2012
2003,Luxembourg CSSF,Commission Delegated Regulation (EU) No 231/2013 of 19 December 2012,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX%3A32013R0231,,Published on 19.12.2012
2004,Luxembourg CSSF,Commission Implementing Regulation (EU) No 1249/2012 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:352:0032:0039:FR:PDF,,Published on 19.12.2012
2005,Luxembourg CSSF,Commission Delegated Regulation (EU) No 153/2013 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0041:0074:FR:PDF,,Published on 19.12.2012
2006,Luxembourg CSSF,Commission Implementing Regulation (EU) No 1248/2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:352:0030:0031:FR:PDF,,Published on 19.12.2012
2007,Luxembourg CSSF,Commission Delegated Regulation (EU) No 152/2013 of 19 December 2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:052:0037:0040:FR:PDF,,Published on 19.12.2012
2008,Luxembourg CSSF,Resolution 2082 (2012),https://undocs.org/fr/S/RES/2082(2012),,Published on 17.12.2012
2009,Luxembourg CSSF,CSSF Regulation No 12-02 (coordinated version),https://www.cssf.lu/wp-content/uploads/RCSSF_No12-02.pdf,,Updated on 26.08.2020
2010,Luxembourg CSSF,"Circular CSSF 12/552 (as amended by Circulars CSSF 13/563, 14/597, 16/642, 16/647, 17/655, 20/750 and 20/759)",https://www.cssf.lu/wp-content/uploads/cssf12_552.pdf,,Updated on 02.03.2021
2011,Luxembourg CSSF,FAQ on Circular CSSF 12/552,https://www.cssf.lu/wp-content/uploads/FAQ_Circular_CSSF_12_552-1.pdf,,Updated on 30.10.2020
2012,Luxembourg CSSF,Circular CSSF 12/550,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_550.pdf,,Published on 07.12.2012
2013,Luxembourg CSSF,Ministerial Regulation of 6 December 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_061212_mes_restr.pdf,,Published on 06.12.2012
2014,Luxembourg CSSF,UN designation of 5 December 2012 – SC/10847,https://www.un.org/press/en/2012/sc10847.doc.htm,,Published on 05.12.2012
2015,Luxembourg CSSF,Circular letter,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/lettre-circulaire_031212_AML-CFT.pdf,,Published on 03.12.2012
2016,Luxembourg CSSF,Ministerial Regulation of 22 November 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_221112_mes_restr.pdf,,Published on 22.11.2012
2017,Luxembourg CSSF,UN designation of 20 November 2012 – SC/10826,https://www.un.org/press/en/2012/sc10826.doc.htm,,Published on 20.11.2012
2018,Luxembourg CSSF,Circular CSSF 12/549,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_549.pdf,,Published on 09.11.2012
2019,Luxembourg CSSF,Ministerial Regulation of 7 November 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_071112_mes_restr.pdf,,Published on 07.11.2012
2020,Luxembourg CSSF,UN designation of 2 November 2012 – SC/10805,https://www.un.org/press/en/2012/sc10805.doc.htm,,Published on 02.11.2012
2021,Luxembourg CSSF,Circular CSSF 12/548 (as amended by Circular CSSF 13/565),https://www.cssf.lu/wp-content/uploads/cssf12_548.pdf,,Updated on 17.04.2013
2022,Luxembourg CSSF,Ministerial Regulation of 19 October 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_191012_mes_restr.pdf,,Published on 19.10.2012
2023,Luxembourg CSSF,UN designation of 17 October 2012 – SC/10796,https://www.un.org/press/en/2012/sc10796.doc.htm,,Published on 17.10.2012
2024,Luxembourg CSSF,UN update of 3 October 2012 – SC/10782,https://www.un.org/press/en/2012/sc10782.doc.htm,,Published on 03.10.2012
2025,Luxembourg CSSF,Circular CSSF 12/545,https://www.cssf.lu/wp-content/uploads/cssf12_545.pdf,,Updated on 12.10.2020
2026,Luxembourg CSSF,Law of 21 July 2012,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Legislation/Lois/L_210712_retrait_rachat_obligatoire.pdf,,Published on 21.07.2012
2027,Luxembourg CSSF,UN update of 20 July 2012 – SC/10720,https://www.un.org/press/en/2012/sc10720.doc.htm,,Published on 20.07.2012
2028,Luxembourg CSSF,Circular CSSF 12/544,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_544.pdf,,Published on 18.07.2012
2029,Luxembourg CSSF,Circular CSSF 12/542,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_542.pdf,,Published on 17.07.2012
2030,Luxembourg CSSF,Circular CSSF 12/543,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_543.pdf,,Published on 17.07.2012
2031,Luxembourg CSSF,Commission Delegated Regulation (EU) No 919/2012 of 5 July 2012,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Legislation/RG_UE/RD_UE_919_2012_FR.pdf,,Published on 12.07.2012
2032,Luxembourg CSSF,Circular CSSF 12/540,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_540.pdf,,Published on 09.07.2012
2033,Luxembourg CSSF,Commission Delegated Regulation (EU) No 918/2012 of 5 July 2012,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX%3A32012R0918,,Published on 05.07.2012
2034,Luxembourg CSSF,Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1544605866399&uri=CELEX%3A32012R0648,,Published on 04.07.2012
2035,Luxembourg CSSF,Ministerial Regulation of 3 July 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_030712_mes_restr.pdf,,Published on 03.07.2012
2036,Luxembourg CSSF,FAQ on KIID,https://www.cssf.lu/wp-content/uploads/files/Metier_OPC/FAQ/FAQs_KIID_final.pdf,,Published on 02.07.2012
2037,Luxembourg CSSF,Commission Delegated Regulation (EU) No 826/2012 of 29 June 2012,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Legislation/RG_UE/RD_UE_826_2012_FR.pdf,,Published on 29.06.2012
2038,Luxembourg CSSF,Commission Implementing Regulation (EU) No 827/ 2012 of 29 June 2012,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32012R0827,,Published on 29.06.2012
2039,Luxembourg CSSF,Circular CSSF 12/537,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_537.pdf,,Published on 29.06.2012
2040,Luxembourg CSSF,Circular CSSF 12/538,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_538.pdf,,Published on 29.06.2012
2041,Luxembourg CSSF,Ministerial Regulation of 28 June 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_280612_mes_restr.pdf,,Published on 28.06.2012
2042,Luxembourg CSSF,Ministerial Regulation of 28 June 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_280612_mes_restr.pdf,,Published on 28.06.2012
2043,Luxembourg CSSF,UN designation of 27 June 2012 – SC/10689,https://www.un.org/press/en/2012/sc10689.doc.htm,,Published on 27.06.2012
2044,Luxembourg CSSF,UN update of 21 June 2012 – SC/10682,https://www.un.org/press/en/2012/sc10682.doc.htm,,Published on 21.06.2012
2045,Luxembourg CSSF,Commission Delegated Regulation (EU) No 862/2012 of 4 June 2012,http://eur-lex.europa.eu/legal-content/FR/TXT/?qid=1521711365432&uri=CELEX%3A32012R0862,,Published on 04.06.2012
2046,Luxembourg CSSF,UN update of 25 May 2012 – SC/10657,https://www.un.org/press/en/2012/sc10657.doc.htm,,Published on 25.05.2012
2047,Luxembourg CSSF,FAQ regarding the fight against money laundering and terrorist financing (AML/CFT) for individuals/investors (being updated),https://www.cssf.lu/wp-content/uploads/FAQ_LBCFT.pdf,,Published on 24.05.2012
2048,Luxembourg CSSF,UN update of 18 May 2012 – SC/10654,https://www.un.org/press/en/2012/sc10654.doc.htm,,Published on 18.05.2012
2049,Luxembourg CSSF,UN update of 10 May 2012 – SC/10645,https://www.un.org/press/en/2012/sc10645.doc.htm,,Published on 10.05.2012
2050,Luxembourg CSSF,Council Regulation (EU) No 377/2012 of 3 May 2012,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=CELEX%3A32012R0377,,Published on 03.05.2012
2051,Luxembourg CSSF,Ministerial Regulation of 16 April 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_160412_mes_restr.pdf,,Published on 16.04.2012
2052,Luxembourg CSSF,UN designation of 12 April 2012 – SC/10608,https://www.un.org/press/en/2012/sc10608.doc.htm,,Published on 12.04.2012
2053,Luxembourg CSSF,Commission Implementing Decision of 11 April 2012,http://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.L_.2012.103.01.0049.01.FRA&toc=OJ:L:2012:103:TOC,,Published on 11.04.2012
2054,Luxembourg CSSF,Commission Delegated Regulation (EU) No 486/2012 of 30 March 2012,http://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.L_.2012.150.01.0001.01.FRA&toc=OJ:L:2012:150:TOC,,Published on 30.03.2012
2055,Luxembourg CSSF,Council Regulation (EU) No 267/2012 of 23 March 2012,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1587806520587&uri=CELEX%3A32012R0267,,Published on 23.03.2012
2056,Luxembourg CSSF,Ministerial Regulation of 15 March 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_150312_mes_restr.pdf,,Published on 15.03.2012
2057,Luxembourg CSSF,Ministerial Regulation of 14 March 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_140312_mes_restr.pdf,,Published on 14.03.2012
2058,Luxembourg CSSF,Regulation (EU) No 236/2012 of the European Parliament and of the Council of 14 March 2012,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=celex%3A32012R0236,,Published on 14.03.2012
2059,Luxembourg CSSF,UN designation of 14 March 2012 – SC/10578,https://www.un.org/press/en/2012/sc10578.doc.htm,,Published on 14.03.2012
2060,Luxembourg CSSF,UN designation of 12 March 2012 – SC/10577,https://www.un.org/press/en/2012/sc10577.doc.htm,,Published on 12.03.2012
2061,Luxembourg CSSF,Ministerial Regulation of 7 March 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_070312_mes_restr.pdf,,Published on 07.03.2012
2062,Luxembourg CSSF,Circular CSSF 12/535,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_535.pdf,,Published on 06.03.2012
2063,Luxembourg CSSF,UN designation of 5 March 2012 – SC/10569,https://www.un.org/press/en/2012/sc10569.doc.htm,,Published on 05.03.2012
2064,Luxembourg CSSF,Ministerial Regulation of 5 March 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_050312_mes_restr.pdf,,Published on 05.03.2012
2065,Luxembourg CSSF,Circular CSSF 12/534,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_534.pdf,,Published on 02.03.2012
2066,Luxembourg CSSF,Circular CSSF 12/533,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf12_533.pdf,,Published on 02.03.2012
2067,Luxembourg CSSF,UN designation of 1 March 2012 – SC/10565,https://www.un.org/press/en/2012/sc10565.doc.htm,,Published on 01.03.2012
2068,Luxembourg CSSF,UN update of 17 February 2012 – SC/10549,https://www.un.org/press/en/2012/sc10549.doc.htm,,Published on 17.02.2012
2069,Luxembourg CSSF,UN update of 13 February 2012 – SC/10542,https://www.un.org/press/en/2012/sc10542.doc.htm,,Published on 13.02.2012
2070,Luxembourg CSSF,Ministerial Regulation of 27 January 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_270112_mes_restr.pdf,,Published on 27.01.2012
2071,Luxembourg CSSF,UN designation of 25 January 2012 – SC/10532,https://www.un.org/press/en/2012/sc10532.doc.htm,,Published on 25.01.2012
2072,Luxembourg CSSF,Council Regulation (EU) No 36/2012 of 18 January 2012,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1587819053427&uri=CELEX%3A32012R0036,,Published on 18.01.2012
2073,Luxembourg CSSF,Ministerial Regulation of 9 January 2012,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_090112_mes_restr.pdf,,Published on 09.01.2012
2074,Luxembourg CSSF,UN designation of 6 January 2012 – SC/10512,https://www.un.org/press/en/2012/sc10512.doc.htm,,Published on 06.01.2012
2075,Luxembourg CSSF,Circular CSSF 11/529,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf11_529.pdf,,Published on 22.12.2011
2076,Luxembourg CSSF,Commission Delegated Regulation (EU) No 310/2012 of 21 December 2011,http://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.L_.2012.103.01.0011.01.FRA&toc=OJ:L:2012:103:TOC,,Published on 21.12.2011
2077,Luxembourg CSSF,Circular CSSF 11/528,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf11_528.pdf,,Published on 15.12.2011
2078,Luxembourg CSSF,UN update of 13 December 2011 – SC/10483,https://www.un.org/press/en/2011/sc10483.doc.htm,,Published on 13.12.2011
2079,Luxembourg CSSF,UN update of 30 November 2011 – SC/10468,https://www.un.org/press/en/2011/sc10468.doc.htm,,Published on 30.11.2011
2080,Luxembourg CSSF,UN update of 29 November 2011 – SC/10465,https://www.un.org/press/en/2011/sc10465.doc.htm,,Published on 29.11.2011
2081,Luxembourg CSSF,Circular CSSF 11/522,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_522.pdf,,Published on 24.10.2011
2082,Luxembourg CSSF,Circular CSSF 11/522,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_522.pdf,,Published on 24.10.2011
2083,Luxembourg CSSF,Circular CSSF 11/523,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_523.pdf,,Published on 24.10.2011
2084,Luxembourg CSSF,Circular CSSF 11/524,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_524.pdf,,Published on 24.10.2011
2085,Luxembourg CSSF,Circular CSSF 11/520,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_520.pdf,,Published on 11.10.2011
2086,Luxembourg CSSF,Circular CSSF 11/521,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf11_521.pdf,,Published on 11.10.2011
2087,Luxembourg CSSF,Ministerial Regulation of 5 October 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_051011_mes_restr.pdf,,Published on 05.10.2011
2088,Luxembourg CSSF,UN designation 4 October 2011 – SC/10404,https://www.un.org/press/en/2011/sc10404.doc.htm,,Published on 04.10.2011
2089,Luxembourg CSSF,Ministerial Regulation of 19 September 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_190911_mes_restr.pdf,,Published on 19.09.2011
2090,Luxembourg CSSF,UN designation of 15 September 2011 – SC/10385,https://www.un.org/press/en/2011/sc10385.doc.htm,,Published on 15.09.2011
2091,Luxembourg CSSF,Ministerial Regulation of 26 August 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_260811_mes_restr.pdf,,Published on 26.08.2011
2092,Luxembourg CSSF,Ministerial Regulation of 23 August 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_230811_mes_restr.pdf,,Published on 23.08.2011
2093,Luxembourg CSSF,Ministerial Regulation of 22 August 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_220811_mes_restr.pdf,,Published on 22.08.2011
2094,Luxembourg CSSF,UN designation of 22 August 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/NOTEDesignation_ONU_220811.pdf,,Published on 22.08.2011
2095,Luxembourg CSSF,UN designation of 15 August 2011 – SC/10361,https://www.un.org/press/en/2011/sc10361.doc.htm,,Published on 15.08.2011
2096,Luxembourg CSSF,UN designation of 12 August 2011 – SC/10359,https://www.un.org/press/en/2011/sc10359.doc.htm,,Published on 12.08.2011
2097,Luxembourg CSSF,Ministerial Regulation of 1 August 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_020811_mes_restr.pdf,,Published on 01.08.2011
2098,Luxembourg CSSF,Council Regulation (EU) No 753/2011 of 1 August 2011,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1587756586228&uri=CELEX%3A32011R0753,,Published on 01.08.2011
2099,Luxembourg CSSF,UN designation and update of 28 July 2011 – SC/10347,https://www.un.org/press/en/2011/sc10347.doc.htm,,Published on 28.07.2011
2100,Luxembourg CSSF,Ministerial Regulation of 25 July 2011,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_250711_mes_restr.pdf,,Published on 25.07.2011
2101,Luxembourg CSSF,Circular CSSF 11/519,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf11_519.pdf,,Published on 19.07.2011
